"Number";"Time_ms";"Accel x";"Accel y";"Accel z";"Gyro x";"Gyro y";"Gyro z";"Mag x";"Mag y";"Mag z";"crc"
3070;193443;414;-62;1907;152;104;67;-632;-1644;-4308;53150;
3083;194152;430;-78;2586;95;-310;-140;-761;-1679;-4262;65203;
3085;194268;537;-97;2421;108;130;311;-390;-850;-2549;54918;
3094;194759;450;-77;2566;-141;-87;-923;-615;-1639;-4380;5685;
3102;195227;360;-71;2167;144;-192;124;-378;-841;-2553;63680;
3104;195340;390;-148;2401;96;-341;-150;-823;-1699;-4279;14057;
3113;195858;428;2;2650;-24;37;-476;-638;-1716;-4374;20930;
3122;196344;122;-54;1925;193;-338;142;-782;-1753;-4315;65228;
3132;196903;353;-79;1805;67;192;33;-667;-1660;-4288;21730;
3141;197509;242;-29;2053;71;-367;-146;-356;-883;-2554;2078;
3148;197886;344;9;1342;64;-201;151;-368;-916;-2559;64627;
3151;198066;390;-61;1983;406;-90;273;-372;-915;-2557;35404;
3154;198241;366;-4;2449;-86;-46;-891;-660;-1839;-4285;41368;
3170;199730;125;32;1836;53;-193;-114;-732;-1772;-4332;57025;
3180;200307;377;-48;1688;214;-75;60;-350;-900;-2528;46962;
3189;200796;172;59;1451;54;-324;176;-740;-1850;-4317;50016;
3193;201016;487;12;2553;83;-247;76;-841;-1828;-4221;8103;
3209;201946;148;27;1373;15;-296;-123;-715;-1726;-4336;30916;
3212;202123;281;9;2809;128;-248;-180;-386;-887;-2535;60146;
3218;202459;288;56;1424;-118;297;-116;-357;-886;-2567;30627;
3225;202837;387;81;2021;-69;-207;-537;-655;-1915;-4302;23123;
3228;203009;232;75;1417;-10;-109;-279;-659;-1895;-4354;38741;
3237;203504;447;49;2190;59;378;291;-786;-1950;-4294;60348;
3247;204075;326;71;1852;-111;-53;94;-567;-1962;-4381;26575;
3276;206300;361;182;2231;-331;92;-184;-628;-2013;-4301;38559;
3283;206711;303;91;2482;185;-366;-17;-725;-1991;-4258;25144;
3295;207395;360;154;1736;-152;-503;-139;-289;-1010;-4339;36007;
3305;207962;604;48;2688;56;-159;374;-380;-957;-2513;28510;
3314;208451;595;167;2395;-68;-111;-366;-647;-1882;-4344;35841;
3324;209001;359;29;2514;130;-154;61;-365;-944;-2558;42785;
3328;209235;393;42;2085;-256;582;90;-709;-1854;-4344;28785;
3333;209503;344;10;1838;269;-371;-55;-849;-1850;-4336;50353;
3343;210067;205;121;1707;-12;-223;-30;-351;-1890;-4258;59861;
3372;212334;211;52;1433;60;-67;160;-836;-923;-2544;44044;
3382;212883;325;21;1407;35;38;551;-373;-887;-2501;30548;
3391;213369;205;198;1742;-354;152;-186;-657;-1816;-4341;64713;
3399;213823;573;52;2838;137;-285;292;-433;-928;-2489;32921;
3410;214454;324;-25;2127;216;-721;-854;-267;-930;-2622;35156;
3412;214559;73;57;1622;-61;-428;231;-313;-906;-2572;64723;
3418;214897;533;159;2823;-130;-266;-295;-826;-953;-2506;61345;
3420;214999;622;97;2461;-61;18;167;-428;-1878;-4166;50980;
3439;216049;510;123;2592;403;-676;67;-422;-986;-2497;17543;
3458;217159;394;82;2595;220;-239;88;-376;-908;-2562;38839;
3487;219366;155;50;1569;85;-404;65;-708;-1847;-4333;32484;
3491;219609;606;7;2812;170;-234;421;-813;-1882;-4285;5034;
3535;222126;270;-61;1520;190;-83;427;-720;-930;-2538;17964;
3547;222789;213;31;1609;23;-23;76;-599;-1784;-4382;25142;
3554;223178;410;-136;2105;90;180;77;-679;-1801;-4310;23670;
3564;224359;487;-66;2222;192;164;243;-796;-1862;-4297;1987;
3583;225415;371;-83;2169;-143;-168;-126;-804;-1830;-4232;62558;
3599;226302;204;20;1544;245;-394;201;-346;-903;-2562;63297;
3612;227070;753;44;2628;64;109;-443;-633;-1798;-4363;45950;
3618;227391;209;62;1451;-132;-54;-284;-334;-900;-2586;24545;
3641;228668;-1;12;1524;135;-301;85;-612;-1772;-4385;41179;
3644;228830;311;-91;2363;138;-531;-177;-343;-918;-2580;1269;
3650;229167;219;-47;1505;-140;223;46;-373;-911;-2551;11423;
3660;229727;268;-4;1380;-20;-63;25;-325;-909;-2541;8698;
3663;230341;306;88;1365;10;354;348;-376;-893;-2558;17168;
3679;231419;494;-97;2128;353;-6;251;-416;-921;-2541;34029;
3689;231998;267;163;2007;-50;54;-102;-318;-891;-2593;25573;
3698;232482;634;37;2613;139;-321;57;-440;-928;-2513;36206;
3708;233036;429;69;2438;-222;-81;-935;-304;-949;-2572;58341;
3737;234666;338;-41;2467;116;-389;180;-781;-1641;-4315;49576;
3756;235746;153;-65;1780;272;-315;-1129;-261;-1016;-2594;48688;
3760;235965;441;-113;1621;329;-604;-686;-215;-1126;-2594;31510;
3765;236850;419;122;2170;-180;106;289;-287;-1094;-2532;43466;
3766;236919;261;74;2202;-143;77;258;-285;-1069;-2584;28072;
3784;237945;267;34;1992;61;-1;-65;-653;-2073;-4364;36941;
3793;238435;256;8;1736;152;-90;402;-240;-1058;-2547;5088;
3805;239112;203;65;1907;-14;-145;218;-253;-1038;-2558;11643;
3812;239520;367;-24;1899;128;-254;-9;-289;-1004;-2595;38348;
3822;240078;41;162;1748;-212;-110;-133;-207;-1016;-2601;9826;
3841;241135;211;20;2143;-167;17;-1076;-413;-2136;-4432;11240;
3850;241652;567;-93;2297;-59;-92;141;-291;-1049;-2579;3239;
3860;242211;434;-208;1925;390;-23;104;-612;-1950;-4383;45136;
3863;242373;499;14;2332;30;329;-147;-275;-1018;-2573;13843;
3879;243892;89;-129;1428;328;-541;46;-686;-1640;-4355;31410;
3898;244949;116;32;1185;-155;-92;40;-323;-723;-2567;6161;
3934;246965;454;80;2579;-9;-100;-387;-571;-1520;-4366;33048;
3936;247074;344;-78;2131;-71;-118;-356;-570;-1537;-4344;39737;
3993;250930;75;-72;1502;196;-236;217;-663;-1514;-4374;32119;
4057;254512;155;-10;1658;69;-136;147;-346;-802;-2565;17245;
4107;257923;205;-6;1887;-251;-187;-52;-269;-1616;-4372;53531;
4174;262298;337;-72;1661;-40;266;-825;-289;-884;-2551;65521;
4183;262817;199;-37;2118;247;-803;513;-320;-996;-2547;59685;
4185;262933;203;149;1832;-82;-130;397;-727;-1957;-4252;5995;
4241;266092;648;-46;2791;248;283;859;-386;-695;-2537;32936;
4243;266201;493;16;1577;114;62;412;-362;-722;-2546;61085;
4250;266599;240;96;1536;239;-540;-52;-303;-739;-2579;46616;
4256;266917;89;-64;1590;-74;-648;-262;-385;-749;-2476;24622;
4269;267646;354;-113;1966;1;103;-517;-594;-1394;-4357;33469;
4279;268820;646;1;2141;25;297;-452;-727;-1523;-4299;30476;
4301;270083;347;58;2027;67;-102;72;-338;-885;-2585;47709;
4375;274844;470;-31;1871;18;-387;-616;-663;-1604;-4311;31502;
4394;275907;215;82;1852;172;-81;-136;-636;-2046;-4309;53708;
4441;278580;325;-157;1861;200;-24;-4;-212;-1838;-4350;28188;
4451;279148;382;165;2094;146;-155;-294;-241;-1129;-2532;48988;
4460;279654;402;55;2188;-142;-108;-48;-225;-1133;-2583;42362;
4469;280141;555;-132;2047;-20;39;-722;-440;-2074;-4346;18521;
4478;281272;862;-1033;1308;-444;-668;-351;-386;-1018;-4264;35542;
4487;281769;1066;-1183;1213;138;50;56;-334;-485;-2451;22041;
4488;281831;1037;-1183;1212;51;64;-184;-321;-487;-2470;12953;
4497;282340;825;-962;1587;493;-2;105;-123;-642;-2643;34945;
4501;282555;544;-747;1680;121;-188;-66;-92;-705;-2650;26216;
4533;284355;302;-149;2012;666;-513;-874;94;-2193;-4481;26080;
4546;285100;508;-59;2008;-574;149;674;-70;-1033;-2613;25150;
4559;285826;331;-205;1888;127;39;-38;-121;-2083;-4382;23151;
4562;286000;397;-28;2018;-315;480;-614;-134;-2088;-4501;61961;
4591;288260;347;-37;2053;160;-289;-943;318;-2052;-4519;19730;
4601;288799;233;116;2070;-98;39;-1;155;-1041;-2630;18954;
4604;288977;133;19;1859;-7;172;503;182;-1013;-2661;51627;
4620;289887;554;-196;1917;-58;69;934;-63;-986;-2656;740;
4639;290943;410;98;1922;-267;230;-482;-427;-2290;-4334;54560;
4658;292010;341;-75;2009;45;-91;13;-299;-2236;-4431;54595;
4677;293691;468;-501;1900;-1223;-93;-238;-362;-1715;-4460;63435;
4686;294195;354;-366;1942;1309;-187;319;-136;-843;-2662;61988;
4695;294715;377;-31;1997;-118;-154;-325;-170;-1159;-2550;28931;
4705;295283;437;17;1977;-60;114;-94;-132;-1045;-2592;17888;
4707;295386;387;-52;2070;-115;-6;-294;-228;-2095;-4414;28437;
4752;297965;114;-177;1529;-53;-182;511;-235;-918;-2617;24471;
4770;298964;295;-631;2077;1052;-546;1049;-693;-1313;-4248;62199;
4779;300076;185;-86;1794;-22;87;-451;-588;-1490;-4357;8452;
4789;300632;433;-42;1883;2;-49;-698;-688;-1761;-4364;44106;
4798;301156;134;-198;1864;55;-62;-581;-213;-1009;-2633;37514;
4807;301660;279;-311;2181;361;-221;415;-396;-2033;-4425;59223;
4823;302557;83;-38;1484;-404;178;486;-253;-1426;-4402;61111;
4825;302672;37;-118;1704;-78;-172;303;-113;-673;-2577;32525;
4835;303259;157;-280;2057;-39;-127;-131;-583;-1438;-4354;49001;
4836;303308;190;-279;2052;-83;-25;-87;-308;-712;-2565;55255;
4844;303762;80;-306;2070;106;-106;422;-559;-1424;-4360;6243;
4849;304025;157;-288;1889;122;33;201;-250;-690;-2565;19140;
4854;304311;75;-264;1980;-165;-205;-145;-517;-1299;-4293;65274;
4872;305319;288;-316;2030;-35;-135;-300;-316;-715;-2559;12523;
4891;307018;250;-233;2026;-149;-14;-705;-626;-1689;-4387;20088;
4900;307518;121;-278;1954;9;-85;-555;-401;-874;-2598;64697;
4909;308023;171;-295;2364;-110;71;476;-494;-1838;-4417;29518;
4919;308574;-58;-284;2041;105;36;462;-154;-786;-2576;3761;
4928;309090;215;-329;1780;259;-579;121;-238;-695;-2568;5886;
4937;309577;243;-273;2070;264;121;188;-295;-779;-2552;25003;
4939;309695;246;-217;2096;65;6;53;-280;-772;-2591;21784;
4947;310143;138;-229;1997;62;74;-82;-280;-781;-2607;35821;
4952;310407;87;-192;1999;-30;-24;-100;-509;-1581;-4340;51054;
4966;311254;120;-193;2054;40;-99;-25;-509;-1568;-4341;47583;
4997;313570;470;-244;1959;-144;1;99;-430;-2035;-4387;43166;
5003;313906;445;-282;1988;80;-134;126;-208;-949;-2595;32495;
5021;314913;358;-272;1896;149;-44;-377;-309;-1899;-4418;34659;
5023;315024;398;-326;1949;123;-7;-528;-281;-1949;-4482;2582;
5031;315499;389;-336;2045;110;-91;226;-135;-1022;-2615;50634;
5040;315996;390;-385;1962;97;18;381;-145;-930;-2661;45900;
5042;316118;194;-617;2158;602;-226;1497;-146;-960;-2653;15833;
5055;316852;160;-229;1994;249;-40;2275;-416;-1164;-4405;7719;
5078;318133;124;-150;2012;-137;-124;-366;-86;-1012;-4326;17683;
5087;319242;-712;-537;1906;-51;425;-420;467;-820;-4186;53636;
5139;322179;-869;-1504;894;76;9;-56;77;-226;-2053;49898;
5154;323016;-927;-1468;914;22;-104;-46;146;-524;-3527;44522;
5158;323225;-977;-1482;932;98;-52;191;174;-514;-3462;16678;
5259;329523;-981;-1413;956;17;-109;-33;334;-458;-3746;16369;
5269;330119;-943;-1509;951;4;-116;3;176;-228;-2197;56577;
5278;330607;-860;-1505;901;-24;-81;46;171;-476;-3626;42620;
5316;333366;-556;-1226;1223;739;-597;239;18;-524;-3869;48014;
5325;333870;282;-1106;1577;242;-1065;-2434;-359;-436;-2284;10690;
5326;333919;524;-983;1615;449;-583;-2148;-866;-1010;-3881;49400;
5332;334286;695;-636;1760;304;-66;319;-941;-1318;-4051;35726;
5334;334393;577;-828;1762;102;284;962;-834;-1205;-4120;33587;
5345;335017;-267;186;2187;63;-197;320;204;-628;-2632;56824;
5353;335457;-186;22;1947;151;-156;70;472;-1394;-4493;14110;
5362;335952;-406;-118;2218;-186;-213;-635;263;-1268;-4454;62878;
5371;336468;83;166;2146;-210;61;-318;170;-637;-2602;61978;
5372;336537;-72;43;2090;-320;18;-168;336;-618;-2593;52572;
5382;337084;80;-95;2032;50;-10;-23;203;-597;-2601;27491;
5390;338149;36;187;1907;28;-118;198;264;-653;-2618;57493;
5392;338252;-22;32;1965;18;-109;-55;522;-1316;-4416;48296;
5402;338817;39;37;2200;130;124;159;247;-1269;-4365;48923;
5412;339371;-138;87;1974;-23;-174;-137;250;-641;-2635;50918;
5414;339489;-238;44;1948;79;-176;-32;227;-646;-2609;12544;
5451;341579;-164;-93;2001;-2;-87;8;353;-1514;-4341;50230;
5472;342765;-125;67;2027;7;-65;-43;591;-1514;-4293;56084;
5474;342874;-135;64;2020;10;-74;-51;580;-1515;-4299;7431;
5501;345003;-178;51;2004;31;-67;-49;632;-1524;-4298;35687;
5511;345556;-152;57;2024;31;-86;-46;614;-1511;-4303;33176;
5521;346118;-176;85;2021;23;-70;-45;637;-1513;-4263;63066;
5531;346668;-180;54;2020;18;-78;-45;314;-1515;-4218;11817;
5532;346732;-183;61;2021;22;-77;-48;642;-1520;-4299;47494;
5541;347235;-189;46;2027;22;-73;-51;309;-751;-2506;24935;
5596;350937;-125;195;2006;33;-92;-56;294;-764;-2516;59224;
5621;352330;-86;80;2024;17;-107;-55;298;-1508;-4324;30806;
5622;352386;-90;83;2027;20;-100;-48;281;-754;-2580;2434;
5680;355684;-71;109;2023;10;-80;-54;566;-1521;-4338;3850;
5690;356833;-95;60;2042;24;-83;-52;552;-1550;-4318;47900;
5693;357008;-126;75;2114;27;-82;-51;291;-762;-2566;5446;
5701;357463;-107;68;2032;20;-69;-48;576;-1521;-4285;48743;
5710;357981;-106;58;2031;28;-66;-50;578;-1522;-4332;1220;
5730;359112;-162;75;2018;17;-60;-45;305;-784;-2553;24122;
5751;360295;-103;90;2031;30;-94;-51;288;-761;-2556;43396;
5757;360635;-134;68;2018;26;-86;-48;299;-773;-2553;1933;
5760;360790;-131;81;2020;27;-89;-47;288;-771;-2552;15233;
5770;361359;-96;95;2030;24;-99;-54;291;-770;-2570;63199;
5777;361740;-89;108;2028;22;-79;-46;557;-1529;-4341;38905;
5783;362097;-91;90;2030;-2;-89;-54;277;-759;-2548;61595;
5790;363094;-121;53;2022;8;-70;-56;588;-1532;-4317;4452;
5800;363647;-88;65;2022;28;-77;-51;288;-781;-2540;62845;
5809;364161;-126;62;2032;27;-68;-46;618;-1521;-4304;12617;
5810;364210;-138;62;2021;27;-70;-48;611;-1514;-4283;2428;
5820;364779;-106;53;2034;22;-77;-47;609;-1525;-4275;9375;
5822;364881;-115;68;2026;21;-70;-47;302;-776;-2527;592;
5830;365352;-150;33;2020;9;-77;-49;314;-761;-2555;59305;
5841;365966;-139;27;2030;14;-86;-48;311;-752;-2533;61762;
5848;366349;-134;29;2024;18;-87;-48;616;-1501;-4324;61602;
5860;367018;-25;42;2046;51;-106;-50;625;-747;-2525;52500;
5870;367570;69;-150;2008;19;-70;14;597;-1486;-4291;54492;
5890;368709;-183;121;2014;-44;-185;-64;639;-1524;-4290;968;
5919;370939;42;197;1861;-151;12;493;373;-998;-2554;57472;
5926;371331;-53;65;2162;-95;-73;227;774;-1939;-4371;22457;
5929;371493;34;69;2030;48;-58;439;386;-989;-2585;21367;
5938;372005;-1;208;2013;23;-184;484;360;-1112;-2546;49841;
5939;372064;50;140;1940;8;-168;541;346;-1133;-2567;36181;
5944;372349;35;127;1998;52;-45;447;426;-2325;-4372;2685;
5949;372632;0;316;2120;90;-184;175;267;-1216;-2567;47593;
5957;373076;136;474;2134;17;181;983;372;-2495;-4326;12709;
5959;373208;-84;313;1947;-109;175;663;326;-2545;-4290;17839;
5969;373758;-82;358;2118;69;-329;-137;108;-1270;-2535;12061;
5970;373842;80;332;2064;1;-338;-220;89;-1280;-2562;52594;
5978;374285;62;67;1955;18;139;33;62;-2535;-4312;58315;
5983;374557;-148;254;1685;65;110;151;72;-1272;-2529;50857;
5988;374853;-195;415;2111;34;-154;-279;83;-2535;-4329;56932;
5998;376004;-141;509;2226;3;-30;303;107;-2539;-4285;46981;
6008;376564;43;393;1892;-79;8;-53;41;-1264;-2562;51942;
6020;377229;-268;210;1794;134;-191;-404;79;-1266;-2576;17720;
6038;378239;-252;378;2025;105;-195;-835;66;-2565;-4319;53877;
6068;379933;335;491;1984;50;0;-98;-8;-2514;-4317;45833;
6073;380222;-97;-82;1625;92;59;530;121;-2493;-4362;27120;
6077;380442;-317;195;2199;208;-164;-674;143;-2575;-4287;64657;
6087;381014;-61;-43;2325;-144;39;303;69;-1292;-2574;45285;
6112;383004;-48;95;1752;-46;-221;-184;180;-2557;-4336;48619;
6126;383768;-81;273;2085;157;-39;406;210;-2488;-4316;43065;
6131;384090;-127;215;1932;-15;-244;-136;115;-2500;-4335;8350;
6144;384827;-129;394;1960;205;-163;-449;-73;-2511;-4303;40115;
6155;385432;306;330;2021;-144;-53;-327;156;-2645;-4316;39478;
6164;385953;-207;-98;1711;-130;23;44;442;-2445;-4375;5505;
6170;386270;-137;231;2166;99;-127;508;446;-2478;-4369;52148;
6174;386494;-186;216;1890;157;-333;587;159;-1267;-2553;23937;
6194;387617;115;337;2077;85;-59;-368;35;-1285;-2559;10702;
6198;388466;-129;32;2100;59;-84;-758;221;-1184;-2579;16851;
6203;388736;-44;297;2088;214;-244;-206;419;-2403;-4384;40085;
6213;389326;166;4;2031;88;61;-365;211;-1268;-2523;38936;
6215;389444;-7;341;2087;104;81;-414;241;-1285;-2579;41798;
6222;389827;-276;271;2116;-97;-137;-875;796;-2312;-4350;6950;
6228;390151;34;-150;2164;-92;-473;-340;645;-2071;-4364;9375;
6232;390387;170;115;1925;12;-94;240;286;-1033;-2600;3862;
6234;390496;37;115;2084;19;14;53;282;-1041;-2598;48379;
6242;390951;-196;245;1904;158;90;-108;706;-2145;-4375;3354;
6251;391441;-156;97;1920;10;-360;-698;342;-952;-2599;45469;
6260;391943;186;108;2024;-56;3;-299;555;-1799;-4413;34585;
6271;392549;156;379;1712;-98;-270;-190;440;-1679;-4405;63614;
6280;393053;161;-133;2155;102;29;-122;200;-1553;-4316;50090;
6299;394773;-141;-28;1785;150;151;-29;536;-1573;-4385;2557;
6319;395890;39;59;2041;-104;-33;16;582;-1583;-4316;42722;
6329;396449;-125;90;2107;-7;-51;-227;297;-779;-2581;42680;
6331;396562;-140;-116;1950;69;-181;-273;572;-1544;-4356;55499;
6338;396932;323;353;1765;158;-205;24;206;-815;-2624;434;
6358;398068;-33;-122;2008;85;-76;-195;339;-1535;-4399;49944;
6363;398354;239;126;2010;27;-64;171;406;-1612;-4380;49269;
6377;399135;357;273;1846;82;-187;-73;182;-820;-2604;63287;
6387;399699;352;381;2360;-40;-9;350;391;-1624;-4384;3691;
6389;399809;182;233;2136;-73;-27;349;420;-1617;-4377;30981;
6395;400146;-88;-405;1996;169;-40;-206;451;-1618;-4399;58827;
6397;400270;368;5;1860;259;-40;158;497;-1611;-4414;50814;
6407;401423;147;-229;2041;-126;-84;126;252;-780;-2585;31907;
6415;401871;338;-185;1938;35;-86;96;215;-763;-2586;51466;
6416;401927;505;-22;2017;78;-54;-1;416;-1522;-4334;5076;
6426;402475;285;391;2045;166;72;189;306;-874;-2603;7226;
6434;402916;-219;124;1817;27;-277;60;598;-1768;-4392;13212;
6447;403683;198;124;2013;5;101;-264;238;-905;-2612;5944;
6514;408044;92;471;1839;127;-123;141;679;-1851;-4322;62559;
6518;408293;-3;217;2015;-128;-49;5;344;-916;-2614;1061;
6524;408615;-49;158;1939;79;-39;-209;728;-1853;-4362;51963;
6535;409231;323;430;1941;87;-162;-253;738;-1967;-4352;260;
6543;409658;-23;226;2020;191;-85;-357;701;-1977;-4389;44279;
6563;410804;90;814;2037;-46;201;-169;689;-2162;-4367;31152;
6572;411305;-42;678;1925;-132;15;87;337;-1105;-2584;26479;
6576;411523;-40;642;1952;-329;-46;-350;352;-1021;-2592;10580;
6581;411802;-157;-105;1864;-303;-169;-337;333;-890;-2610;53892;
6582;411872;109;-188;2055;-95;-241;-965;510;-1730;-4410;17247;
6595;412601;-65;754;2062;-76;174;234;379;-982;-2607;4101;
6601;413539;154;150;2130;-177;-194;339;566;-1642;-4393;45232;
6610;414057;-62;-30;1836;42;7;134;623;-1574;-4325;59597;
6620;414636;-67;126;2018;103;-52;145;341;-836;-2551;8778;
6621;414692;-221;41;2077;150;-85;-5;682;-845;-2576;62501;
6640;415753;140;326;1970;-73;-46;584;633;-1823;-4407;27716;
6659;416834;15;177;1883;-12;-122;-83;311;-856;-2612;62959;
6665;417154;-4;105;2085;28;-28;60;593;-1693;-4396;30093;
6669;417375;-57;77;2056;92;-71;-200;604;-1715;-4344;49989;
6679;417933;5;142;1966;-31;-54;71;280;-875;-2615;11371;
6689;418522;194;268;1975;-24;-68;18;573;-1725;-4397;17482;
6700;419128;3;615;1373;-161;-39;210;677;-1758;-4368;23606;
6709;420239;-769;-154;2312;20;38;-279;658;-1763;-4390;45354;
6711;420355;499;334;1547;-63;-87;435;334;-899;-2600;51779;
6718;420759;-8;-81;1974;-107;-174;125;636;-1749;-4391;58856;
6724;421077;122;197;2074;-10;-71;-187;646;-1763;-4358;39350;
6728;421317;165;372;1895;66;-62;-169;647;-1750;-4389;273;
6737;421817;-95;459;1824;84;-60;45;335;-875;-2589;2533;
6738;421879;-205;180;1900;-28;-126;-17;357;-890;-2597;38110;
6747;422377;-253;-48;1920;16;-145;173;345;-863;-2594;40268;
6748;422444;-143;-4;2110;144;-190;191;698;-1755;-4335;28200;
6750;422556;-40;137;2001;9;38;-410;338;-887;-2607;59540;
6757;422954;-157;340;2285;78;-116;255;347;-894;-2579;15129;
6767;423501;151;212;2105;44;-91;-3;357;-896;-2602;42347;
6777;424062;-9;140;1989;32;-75;-102;723;-1745;-4330;6672;
6797;425164;71;170;1924;24;-56;12;700;-1751;-4394;50766;
6807;426324;97;244;2042;26;-80;-67;739;-1744;-4340;44156;
6817;426912;16;253;1849;7;-42;294;351;-889;-2599;8997;
6827;427458;95;187;2005;20;-88;-97;384;-895;-2569;21604;
6840;428192;-74;171;2013;22;-84;-44;777;-1768;-4339;59671;
6846;428529;-113;216;1888;27;-83;-146;643;-1786;-4389;21376;
6847;428578;-125;419;1880;21;-77;-60;802;-1783;-4330;25023;
6857;429146;76;363;2143;21;-81;-126;838;-1812;-4378;46207;
6866;429642;-28;239;1964;14;-68;-17;858;-1818;-4342;6402;
6872;429989;-68;352;2143;31;-60;91;765;-1777;-4379;28453;
6876;430203;-120;114;2059;15;-78;-49;382;-897;-2596;37307;
6885;430703;-34;224;2026;16;-70;44;722;-1757;-4390;63948;
6886;430766;-26;217;2019;18;-77;3;650;-1753;-4395;15987;
6896;431324;-104;175;2028;13;-69;89;747;-1757;-4338;19420;
6898;431443;-39;-54;1997;-19;-54;222;736;-1760;-4400;44238;
6906;432491;-11;248;1939;35;-98;-298;375;-880;-2541;48934;
6911;432773;-46;166;1620;24;-89;-110;708;-1738;-4400;36001;
6916;433075;167;18;1785;30;-74;9;700;-1745;-4407;9952;
6930;433852;-43;282;2161;21;-64;-45;563;-1724;-4395;23935;
6937;434253;-107;268;2199;14;-50;268;312;-861;-2611;50157;
6946;434769;-203;298;2012;23;-46;-23;624;-1725;-4399;28459;
6956;435338;-37;44;1621;9;-77;-47;655;-1707;-4409;64878;
6966;435888;-200;134;2048;20;-71;10;323;-873;-2601;13977;
6976;436470;235;243;1326;-2;-111;9;350;-911;-2584;19887;
6986;437036;1;154;1928;30;-121;-416;340;-910;-2602;55113;
6995;437555;98;333;2327;27;-81;-18;688;-1781;-4317;1965;
7001;437888;20;232;2052;5;-63;155;704;-1789;-4338;63167;
7005;438103;-169;256;2658;10;-59;228;361;-923;-2587;43220;
7015;439295;81;164;2038;19;-93;-126;712;-1827;-4392;37663;
7025;439848;82;341;1408;39;-89;-142;356;-1809;-4296;30711;
7027;439958;-1596;1357;5029;248;205;1329;701;-1837;-4350;15366;
7035;440408;3;123;1998;19;-84;-65;595;-1835;-4405;51440;
7042;440786;-26;227;2021;17;-85;-97;355;-912;-2592;27370;
7043;440839;-58;195;2037;31;-89;-111;356;-912;-2568;30108;
7045;440952;-72;126;2019;22;-78;-66;713;-1841;-4415;22165;
7046;441041;124;219;1520;17;-94;-146;354;-913;-2610;7158;
7053;441423;142;-62;1782;-2;-69;46;697;-1824;-4402;64248;
7059;441786;102;201;1648;19;-73;158;679;-1813;-4413;21345;
7065;442104;-393;113;2261;18;-24;264;723;-1841;-4364;26091;
7070;442422;57;259;1700;9;-93;-339;333;-926;-2602;19624;
7072;442521;-458;648;2205;40;-45;8;353;-1844;-4308;40655;
7075;442688;-169;238;2194;26;-72;-19;342;-932;-2593;47978;
7095;443805;-42;194;2018;19;-81;-45;731;-1839;-4365;37863;
7098;443962;-16;194;2024;19;-80;-45;360;-1839;-4290;65273;
7105;444355;-30;174;2010;18;-84;-61;717;-1853;-4330;3211;
7114;445468;323;311;2055;21;-97;-121;699;-1813;-4356;16060;
7117;445630;68;319;2320;1;-68;64;353;-920;-2609;52415;
7135;446643;39;373;1429;44;-84;-118;699;-1829;-4376;51850;
7144;447162;18;116;1987;8;-90;-172;707;-1833;-4395;16675;
7154;447744;13;183;1987;16;-88;-82;457;-1830;-4417;50617;
7162;448180;-89;150;1868;16;-81;-83;694;-907;-2392;63165;
7164;448286;60;179;1847;14;-92;-91;795;-1803;-4171;14310;
7174;448847;-40;77;2070;8;-53;166;328;-900;-2613;34122;
7184;449433;-200;114;1802;5;-62;200;634;-1731;-4402;16465;
7194;449994;-117;344;1711;-7;-48;358;562;-871;-2578;46665;
7201;450376;-14;187;1983;-9;-77;52;646;-1739;-4383;45521;
7204;450538;-66;190;2154;32;-80;-150;650;-1741;-4383;57879;
